appellation,gender,ID
"Kretschmar, Melchior Emanuel",MALE,722d408b-141a-49ec-a9ef-b2aeb5699f22
"Carcani, Giovanni Battista",MALE,0f7da4e1-71fa-449d-8b8b-aef062b7c61b
"Stern, Hans",MALE,01bd25f1-8255-409d-910c-7dcd399a1c6a
"August III., Polen, König",MALE,136cf459-9b42-4527-a5cb-a51857369882
"Heffter, Heinrich von",MALE,060eccbb-2bcf-46a4-831b-67dbe64ab0ee
"Prescher, Nikolaus",MALE,6392193c-9362-4dbb-a64a-30e6805c56ee
"Grumbach, Wilhelm von",MALE,d70fea96-e847-45c4-906f-107eb284bccd
"Neydecker (Neudecker), Georg",MALE,3ffd1eb9-dab0-4c79-9d05-274b51ef9591
"Kageneck, Johann Friedrich, Graf",MALE,be9c27d1-006e-4fbc-8034-4e30246b3868
"Kageneck, Johann Friedrich Fridolin, Reichsgraf",MALE,a660042e-5df6-42f4-bbac-b940a793c876
"Kageneck, Maria Anna Franziska Eleonore, Reichsgräfin",FEMALE,767822da-3ff6-4157-b5bf-54093593491d
"De Groote, Nikolaus",MALE,d1141676-1741-42b2-8e10-c0a3e3040512
"Groote, Maria Franz Jacob Gabriel de",MALE,9431b304-7695-4019-b60d-31351a73c137
"Picotrius, Peter, der Jüngere",MALE,8c528040-c5aa-11e9-b229-6b499a37f581
"Fischer, Casimirus",MALE,a0a8ccc0-c5aa-11e9-b229-6b499a37f581
"Merck, Johann Michael",MALE,f8e63b25-2344-4437-8f36-f0f4c4cb2e93
"Sartori, Carl Joseph",MALE,20b8672b-9990-4e0c-9470-04f80b41c1fb
"Hutten, Johann Philipp Friedrich",MALE,8756a458-2e8d-4111-9a37-583b4ab4d37a
"Hellmuth, Bernhard",MALE,847de3c6-cd10-439c-b52c-253f65e7a9cf
"Rüdt Collenberg, Anna Benigna",FEMALE,cc977c23-5b9e-4bb6-b831-4442efb3ab58
"Bocksberger, Melchior",MALE,6537c8e3-cdfc-4352-be51-24e6a852fde5
"Bocksberger, Hans, der Jüngere",MALE,0cfe8237-a111-48b5-8fdb-9b1a8b0af220
"Egkl, Wilhelm",MALE,51bdf39b-471e-427d-82c5-2eeade2ac1d3
"Schrader, Heinrich",MALE,5cf47ce1-cda9-4084-8476-27c1241b94d8
"Vogel, Johann Christian",MALE,26e9bca1-b448-4439-b865-82517dfa50f0
"Müller, Tobias",MALE,14903639-37bb-4959-867e-4d33560d5055
"Moretti, Joseph Pasqualini",MALE,246d6bbf-0216-4b62-b04d-348e2d25dc93
"Rollenhagen, Gabriel",MALE,3fca2176-085d-46ca-a688-fea8ec547f00
"Schleinitz, Dietrich von",MALE,0e6f1f10-eed3-45d5-af7e-4cc6bb66fc6f
"Caroveri, Giovanni",MALE,ea67c245-4885-4612-a3e2-267887e2084c
"Kaltental, Georg Christoph von",MALE,7ea82ad1-b69f-46ae-b863-b2c23c34ebdd
"Kaltental, Burkhard II. von",MALE,53804dc1-145a-4c45-9a6f-d8d0abc34a4f
"Michel, Johann C.",MALE,f304982a-87b7-4278-aec8-e2b8c2612256
"Güldner, Johann Michael",MALE,940a41e1-7c06-4e62-b97a-4db31fedd717
"Brühl, Johann Nikolaus",MALE,5824eba4-ea0c-471f-bfd1-31ab684dd591
"Deyssinger, Johann Leopold",MALE,6cdbc51d-ea1f-41d4-bcb0-3bb782c8533e
"Weißer, Katrina",FEMALE,ed26f4b0-c7fc-11e9-b70b-d3ef6d0103b8
"Vischer, ?",MALE,c6e57a6e-4350-45c8-8a15-e91673db1708
"Kreittmayr, Wiguläus Xaver Aloys von",MALE,be1a2c47-f62b-4101-aa5d-277c2e22d788
"Notthafft von Weißenstein, Maximilian Cajetan (1732-1794)",MALE,d9432972-1e17-4f0f-8fa9-9a8d82bdf5cd
"Notthafft von Weißenstein, Johann Sebastian",MALE,bf2814eb-e9c8-43df-9b8d-063d08dddaa1
"Notthafft von Weißenstein, Georg Christian Cajetan Ferdinand",MALE,4ef165c2-b80f-4d1b-8d4c-ec8163917bc1
"Hoyer, Dietrich d. J.",MALE,2e03887a-d738-4584-9812-e967c81125e7
"Philipp I., Hessen, Landgraf",MALE,c2ed45ac-63c8-4c5c-b6d8-1ce7966c9a4d
"Wilhelm IV., Hessen-Kassel, Landgraf",MALE,b0744eec-4a34-4fc9-9df5-1b186b6d3bec
"Wilhelm VIII., Hessen-Kassel, Landgraf",MALE,738cf201-4aff-44a3-82ef-f757ed19592a
"Riemenschneider, Antonius",MALE,84637db4-69ba-4c0f-88c0-0c19741c71f6
"Marie Amelie, Hessen-Kassel, Landgräfin",FEMALE,2ae6e176-cd8a-4c43-a9e5-b86846417da1
"Raufft, Franz Ludwig",MALE,0114ec66-7eef-4959-9f77-9483b24adbd2
Homagius,MALE,43fb2d0d-2d13-4795-a9b3-957376fafbea
"Helle, Oliver",MALE,c2ae0a49-bbc9-4ff1-a369-e062f681f160
"Schleinitz, Hans von",MALE,d20b63ab-7568-4a87-a72d-d7d43842d8c4
"Thumbshirn, Wilhelm Friedrich von",MALE,1edc3ee2-46ec-41db-b86e-1680957d34f8
"Miltitz, Hans Dietrich von",MALE,0f3be054-4190-4f9e-96df-33dacd249cde
"Flemel, Hans Leonhard",MALE,31276c2d-cbc5-48d3-a004-58941bfca48b
"Offelen, Heinrich",MALE,82e87b25-8884-42d9-9c6f-779ab51b45f7
"Camerarius, Joachim",MALE,2300b1d8-3988-48d8-896c-b357a2306f67
"Saavedra Fajardo, Diego de",MALE,1173d50e-305b-488b-b36a-e57bce1636ce
"Scheitler, Anton",MALE,051db01a-6deb-4a77-9395-6cb232165914
"Closen, Antonia Catharina von",FEMALE,6627eb02-b6e0-49c1-865d-294afce9893f
"Closen, Georg Cajetan von",MALE,634deed2-2bac-4458-8da4-c242a45d9379
"Wintzingerode, Heinrich Jobst von; 1628-1677",MALE,b404cee7-d250-44bb-9514-fa9d1efbe567
"Winztingerode, Adolph Ernst von",MALE,77d72707-1248-47da-836f-e05944c38f79
"Wintzingerode-Bodenstein, Wilko Graf",MALE,585d4850-d2ee-40a6-9ad0-d9319c5f2b0d
"Hochfeld, Johann Christoph",MALE,209ac4b9-69e1-4f93-aafd-ed2c9403961a
"Giesler, Johann Conrad",MALE,75026322-a854-41f5-a016-044c0a0681ac
"Schlüter, Andreas",MALE,e8263487-f863-45a2-a524-174904ea6230
"Dubois, Charles Sylva",MALE,2f1300ae-7cc0-416d-85f2-a4892bcacbe8
Seidel,MALE,0a608fa5-3b4f-4afd-b3ca-8f20722af992
"Niedlich, Friedrich Gottlieb",MALE,eef3a3cd-64c4-47f8-8c03-358fd4408e47
"Elisabeth Christine, Preußen, Königin",FEMALE,a1186ac2-f1e7-4fc1-aec0-5bf52ac1e8c4
"Niedlich, Johann Gottfried",MALE,8ec10dd1-1663-4028-bd3a-429aed355ee6
"Balconi, J. A.",MALE,c1b1b381-e697-42c7-9d47-504c746489af
"Döbel, Johann Michael",MALE,f41f5f38-a81a-41d5-b90c-6e9d5c7b8626
"Hulot, Guillaume",MALE,c7310baa-14d3-4279-b3db-f38b1b05d909
"Charpentier, René",MALE,01bc1e5b-ad6f-43d8-bafa-f54b7144f96a
"Luise Dorothea Sophie, Hessen-Kassel, Landgräfin",FEMALE,73314feb-45f2-40a5-a8ee-4bcd11c0220f
"King, Charles",MALE,cc619c97-6505-4313-9c7f-0179fdfc2337
"August Wilhelm, Preußen, Prinz",MALE,8d9c55bc-2874-49d1-8710-61b8040add6f
"Meaux, Jacques de",MALE,acddfa17-b9ba-4cf5-9e8b-039a99926d37
"Wieling, Nikolaus",MALE,bb41bcbd-60f2-4ae7-af6d-efc2e8a8df06
"Rempe, Nikolaus",MALE,6c4b04c3-c640-4b27-bb8c-6062830c22ae
"Schwitzer, Peter",MALE,40c4845b-5bff-4bb2-83c7-1069fe6ad1c1
"Petzold, Johann Christoph",MALE,aa9eb86a-7fe9-4865-b329-4bdc7b602515
"Verdeil, Franz",MALE,91262326-889e-4dc6-a6bd-f06d4dd1944f
"Giese, Benjamin",MALE,5a2cba76-d513-4e67-923c-55d1773110bc
"Marini, Johann",MALE,81674544-c7db-4d56-8912-ff525c379f5c
"Bader, Joseph",MALE,d2c3d6e0-b382-4cf1-8a32-6d4295f96130
"Gebhard, Johann",MALE,d3474412-7c35-4e64-98ad-21bea80aa94c
"Block, Benjamin von",MALE,cb7fd9c0-1108-4a0a-8b4b-897b45d88505
"Gebhard, Otto",MALE,ab1a355d-bb33-4d35-a2a2-37569ebce07b
"Harrath, Joseph Anton",MALE,a1a444c4-e77f-4748-a71a-b193bfc7a4ae
"Müller, Johann Adam",MALE,a13ce820-d057-4eb9-8d0c-fd88de5fbd06
"Heybel, Jakob",MALE,624c5558-d0dd-494d-8530-9b6ebd16ce83
"Waterschoot, Heinrich van",MALE,036d32ee-57a7-40ba-b654-83688481a412
"Diesel, Matthias",MALE,5ff7c498-68a7-40b3-91eb-4f5740657910
"Königsfeld, Christian August von",MALE,f33ef2ab-4952-4d59-8071-fb67594e14c3
"Königsfeld, Johann Georg von",MALE,113699b2-38bf-43e5-9b18-560f45eb9f14
"Zuccalli, Enrico",MALE,2f3128f3-1a03-48db-acfb-8aa3dc3513a3
"Dyck, Anton van",MALE,c68644f5-3532-46d2-a9fb-cfff9c5582c7
"Caminada, Michael",MALE,53819529-ae76-4d49-a320-62b3fbeb5d4c
"Closter, Sophie Luise Charlotte von",FEMALE,37b1974b-69b6-464e-aeb0-f64278c64ad4
"Ledergerber, Johann Ferdinand",MALE,0567ee50-c4db-11e9-b73c-931fa1e429a3
"Kobler, Johann Peter",MALE,ddf28050-c4db-11e9-b73c-931fa1e429a3
"Gerstens, Jacob",MALE,ad96da10-c4da-11e9-b73c-931fa1e429a3
"Paul, Ignaz",MALE,74342910-c5c7-11e9-bae7-59743fb301a8
"Lehrbach, Franz Sigismund  1729-1787",MALE,adf9e10c-c0b7-4b9c-95f9-0617c7c7c93a
"Karl, Lothringen, Prinz  1712-1780",MALE,af8a3383-f0ed-4985-b83a-ff5ab9d2e167
"Leopold I., Heiliges Römisches Reich, Kaiser",MALE,5cd560ef-2e39-4882-bd41-a3b1f049062b
"Maximilian, Österreich, Erzherzog, 1558-1618",MALE,360cd2b9-9728-4100-bf2e-52ac812a2542
"Riedheim, Maximilian Xaver Freiherr von  (1723–?)",MALE,ef3b8267-0cdf-4b8e-a978-5ecb058bc728
"Thermo, Melchior von",,b5f26911-8e2e-4050-b83d-c3c7c33281eb
"Heinrich, von Zipplingen",MALE,5bc4981e-904b-42d8-91fb-8bf3e12de512
"Böhme, Johann Gottlob",MALE,de773987-b1e9-4477-8497-0612d5b0a708
"Richter, Johann Caspar",MALE,de438859-95be-4c05-a69e-591f3293b7d5
"Cürlis, Peter",MALE,5098773c-61a6-4eef-8950-77eef1d8f68c
"Marot, Daniel",MALE,11d0349c-d8e9-4b48-b0b5-c133679a6a61
"Nicolai, Friedrich",MALE,e4d7fe95-cd7b-460d-af03-6260847d05fd
"Konter, Erich",MALE,75c6b2a3-638b-443c-81d4-e3aa339474b6
"Geuder, H. Fridrich Philip von",MALE,3ebabf49-a269-4a76-a0c2-45bafc763335
"Suden, Thom",MALE,3706693b-c815-42f1-8c71-682f2cd7d600
"Veneziano, Anonimo",MALE,1d515874-68ea-45f0-9c3f-da40f80fa739
"Langefeld, Rutger von",MALE,c09238c1-57ec-42e2-8344-081bb10ea254
"Roll zu Bernau, Johann Baptist von, Komtur",MALE,d5fba077-0d86-408f-8b53-e8525baf96b1
"Cronberg, Walter von, Hoch- und Deutschmeister",MALE,8e84d900-db1f-4bb4-8ae2-bc0125beaf39
"Brietzke, Karl Emmerich von, Komtur",MALE,1367bbad-5c4d-4a42-b2a3-9e97894ae663
"Jochum, Ignaz",MALE,7bb943a9-8af9-4c11-af67-3b1844153d30
"Kothe, Hans",MALE,19b2b947-367c-4b06-98f2-3acbf3241693
"Keller, Johann Michael",MALE,01024540-2caa-4d74-a86e-8f8677868657
"Buseck, Johann Christoph, Komtur",MALE,d99996a3-2500-4967-bf52-e815134a0f5a
"Häffele, Franz",MALE,9ff218b3-e08a-471c-8ca6-cd49da8479c4
"Widmann, Genoveva",FEMALE,b790d5e4-244f-4642-af59-b33105bd11c7
"Schnabel, Johann",MALE,8122bff9-761a-4ea7-b15b-4584bacde534
"Bieler, Justinus",MALE,82ead28f-296d-4dbe-b7a0-327ddf370107
"Keßler, Johann Georg",MALE,9653466c-7637-4ef5-b0db-10908a5b9bae
"Christian, Sachsen-Weißenfels, Herzog",MALE,30b4d101-c278-421b-83e9-72bf6ff2ec24
"Johann Georg, Sachsen-Weißenfels, Herzog",MALE,1f9ebcb9-3b27-47da-82b7-d4116bb3785e
"Mützel, Johann Christian",MALE,6f615fc0-17a0-4278-b758-17275c624dc1
"Buchau, Johann Conrad",MALE,3601daf5-d374-40ca-80bb-52aaf9575dc5
"Frantz, Johann",MALE,98b57814-6c6e-468f-9dd5-efbf580f7cad
"Müller, Bernhard",MALE,0ad47919-c448-44c1-b51e-c661777cc829
"Bachhun, Andreas",MALE,054bfdef-dcaf-4c87-aca0-8281033936a0
"Minetti, Francesco Domenico",MALE,fb65b0db-d32f-48e9-b1dd-d0a8ab0b44f8
"Hopffe, Georg Friedrich",MALE,32f92957-afab-452b-806c-50b96a2cbf70
"Minetti, Abondio",MALE,26b5d16f-4264-4a61-bb25-6095c5a4f122
"Kutschmann, Max",MALE,efa46ce2-ba5e-4cbb-b91e-4bac7467b4a4
"Mateyerlein, Andreas",MALE,3cb18027-e58f-40c8-8822-87fe10299b5b
"Oetken, August H. H.",MALE,2d6a313d-89be-4058-a17c-9696153a8984
"Breitenbauch, Christoph Adam von",MALE,ce5c2c18-33b5-4f08-8d6f-40d4f65eebfa
"Bronner, Michael",MALE,8928a791-c9a0-4e13-999e-ffc6aadf5aa2
"Kirchmayer, Ferdinand",MALE,c6160f76-a842-4346-9cb1-cb8fbeefc0b3
"Kaufmann, Jakob",MALE,34ec4938-71ac-4425-8b94-9bfb4ebd3908
"Boy, Daniel",MALE,f124adf5-8a5c-4444-8543-ed55ab15de16
"Charlotta Amalia, Nassau-Usingen, Fürstin",FEMALE,2164539a-9748-44e1-849d-c92061b4eaba
"Faber, Johann Wilhelm",MALE,9d9dba87-6ff9-4647-aa2b-1ed7523dbdba
"Ignaz Servatius Roll zu Bernau, Freiherr von",MALE,e3ca1cdf-4882-4477-a204-8ae2281405ab
"Reinhard Ignaz Franz, Schönau, Graf von",MALE,6d237578-2fed-4b58-a03a-44bddc864993
"Elisabeth Friederike Sophie, Württemberg, Herzogin, geb. Brandenburg-Bayreuth",FEMALE,1622e8a3-fdda-4ad8-99da-dbdd0b2f3304
"Stößer, Johann Peter",MALE,8447c05b-c4f8-4ac0-a273-e0ebfc5b49c2
"Tardieu, Nicolas-Henri",MALE,26adf62a-7a64-4308-ac85-884639b4d268
"Manninger, Karl",MALE,025f0273-d978-4645-9fba-29d9e63aed97
"Barocci, Federico",MALE,563cccfc-141d-4ce0-b248-ed9378f63dcf
"Aemilie Antoinie, Oldenburg-Delmenhorst, Gräfin",FEMALE,69d6518e-d433-4fc6-a543-a80ce5d1f985
"Henning, Christopher",MALE,b3625d39-a523-41b0-835b-8f7d5f6d6496
"Siegfried, Johann (Hans) Heinrich",MALE,7ea903a1-ee3e-4cff-87aa-5002d81a6335
"Bergler, Joseph, der Ältere",MALE,970cb2e9-3677-433c-b4b1-74c19c1e9bbc
"Modler, Melchior",MALE,eacf15b5-d08b-478f-8af0-11c1db3c5290
"Modler, Kaspar",MALE,ca721c24-2029-48d6-afad-2111db362097
"Modler, Joseph Narziß",MALE,210b44ab-89bd-4908-9245-e6f154ed8d69
"Lamberg, Johann Philipp Graf von",MALE,dbac5a40-c7e3-11e9-91e0-9bbdba1c3ce9
"dʼAngeli, Domenicus",MALE,0da23d95-aff1-4910-9993-c33321df5f8e
"Franz Dominik, Altensumerau und Prasberg, Vogt",MALE,fea967df-b50d-4e17-af7d-1e0775c565d6
"Maria Clara, Altensumerau und Prasberg, Vogt, geborene von Hallwyl",FEMALE,76dba406-3632-4bee-a85d-625825190119
"Reinthaler, Johann Carl",MALE,da812d06-00da-4ac9-98e7-97c094889394
"Cramm, Freiherr",,e10e4ef0-6e03-11ea-abfa-a5e9beee4aba
"Pfalz-Sulzbach, Joseph Karl Emmanuel von",MALE,ee7a56f4-ff34-47db-948f-6e50afa1404d
"Simen, Sieke",FEMALE,5568a0cf-3bb4-4f5b-939c-f84fff4b7860
"Simen, Claus",MALE,13da6173-f482-4aa9-9fe1-1fdfc2028de2
"Drawer, Gustav Wilhelm",MALE,c82759ac-273f-4c39-9091-8d76c42ba93d
"Höchstetter, Joseph",MALE,aa3a9c7f-73af-4381-a43b-edfe3d3e2273
"Wolcker, Johann Georg",MALE,19931cf3-0e55-4acc-899a-9d4254b98b31
"Mayr, Thomas",MALE,ff74a502-9eb4-4184-95b1-acf332125355
"Holzapfel, Joseph",MALE,bf9883e6-b2e3-45a1-a5f4-b7baca2d38b8
"Rothmiller, Simon",MALE,e192f447-dcad-4253-828d-2c6e2da72db2
"Bys, Johann Rudolf",MALE,961422a3-f600-49d3-9d90-ffa28e512583
"Maria Anna Leopoldine, Thun-Hohenstein, Gräfin",FEMALE,a9a4af9e-1758-43a5-96ac-1ab83e98f3e8
"Franz Xaver, Montfort, Graf",MALE,30b51342-dfd0-457b-b968-356e140e4a05
"Anton IV, Montfort, Graf",MALE,d07d85a3-c3b1-4756-80ab-42853da2867d
"Elisabeth Auguste, Schall zu Bell, Gräfin",FEMALE,4321f84d-2ae6-4bc7-8078-b14020f514f0
"Maria Josepha, Montfort, Gräfin",FEMALE,6fd14aae-6fa2-4b25-bec1-1d2aed3ecac9
"Waldburg-Scheer,  Maria Antonia Eusebia, Gräfin",FEMALE,ce3eb04a-830d-4c6b-b725-9ff0eaefb1d0
"Sophie Theresia, Limburg-Styrum, Gräfin",FEMALE,8cc8d4f1-98ad-49d3-b23a-56a58dfa679a
"Dirr, Johann Georg",MALE,650a213e-e570-42ed-83b2-03fb2c7c8144
"Wilcke, Wilhelm Ludwig von",MALE,f29a2112-7f03-4727-a01d-ddf339a81097
"Wilcke, Walrad Ludwig von",MALE,d8ba8586-d31b-47cf-98cf-76a63cbc0d58
"Tellermor, Christian",MALE,49ab3741-bc9c-4875-955e-91eb975df3f7
"Strange, Robert",MALE,89ad4ed8-5fe4-478f-909c-58c92b874eba
"Wilson, James",MALE,367e8d0e-cc51-4776-a880-d134e5607dbb
"Carth, Johann Matthias",MALE,48ea718d-f73b-4023-8c7d-c7cc7181b0e4
"Henckel, Andreas",MALE,7362218f-db4d-41dc-a572-89556b51d747
"Jodefeld, Augustin",MALE,c918cd5b-6833-4873-b2b3-b0df20dbb8e2
"Koppers, Johann Georg",MALE,c0771270-accc-425b-a896-291c9161c858
"Wied, Hermann von",MALE,b0f0689c-ea8c-4f30-8c42-28c6c001fa38
"Erich II., Braunschweig-Grubenhagen",MALE,755c171b-5b9c-4343-9dc6-febcd1899ba0
"Waldburg-Friedberg-Scheer, Joseph Wilhelm Eusebius",MALE,1539208b-e2b6-4331-8132-3720750434c8
"Waldburg-Scheer, Maria Josepha von",FEMALE,f23444c2-e7b1-4fe3-8757-c1ea952a55c6
"Fürstenberg-Stühlingen, Maria Eleonore, verheiratete Waldburg-Friedberg-Scheer",FEMALE,e919e4e9-0a40-4122-8a7f-816009b9e32e
"Schacht, Margaretha",FEMALE,a1b8664d-ae6e-4e09-9f34-df72dc5d50dc
"Weckherlin, Jakob Friedrich",MALE,760fbefd-fea1-471b-87bf-4af65101abc1
"Brilli, Joseph Anton",MALE,e35ea47a-6307-435d-9819-da93ff99395c
"Sandtener, Johann Georg",MALE,218e4a47-7f97-4f2c-91a9-58f2df0d20ae
"Seifrid, Norbert",MALE,c9102a86-ebc4-4914-9c79-10040a7eea6f
"Billieux, Joseph",MALE,33d1f342-e0c5-40a6-8d7a-277a2f116a3b
"Mouha, Joseph",MALE,f6e57e17-c06e-4251-867e-5800fabebc06
"Pfetten, Johann Franz Marquard Freiherr von  (1638–1692)",MALE,ee626c15-c116-460d-bd83-3cc34f668941
"Nothafft von Wernberg, Barbara (gest. 1571)",FEMALE,ddb8512e-42c0-4470-912f-67aab9d3bd34
"Closen zu Arnstorf, Hans Georg von  (ca. 1500-1550)",MALE,5e634e08-e207-4272-b624-f0307d843b65
"Gumppenberg, Wilhelm",MALE,ecc017db-48c7-4a19-ad32-e5c60573f9c1
"Lynar, Rochus Friedrich zu",MALE,df9cf3bf-6b64-48a5-a56f-8496e0e5499b
"Brüggemann, Nicolaus (von)",MALE,bc29fbe6-44c1-4c31-b38f-40fc210edab8
"Thienen, Otto von",MALE,9b8a10ce-1db3-4a07-8750-6252ad88b5b5
"Ahlefeldt, Friedrich von",MALE,8f540ee6-e5c6-4025-bf3b-49e9f1b54fe1
"Terlinden, Blasius Andreas",MALE,51cae932-342e-4078-bc77-eedd4bbef10a
"Tomasini, Tommaso",MALE,2abc790c-b7a2-4332-a5e3-a468bd78b8bb
"Jochum, Peter",MALE,504f1bde-a974-4fd7-9ed4-8dd3fb14d029
"Börel, Johann Jakob",MALE,150fa4f3-1e69-451f-9c4b-fbe30e457cfb
"Schweizer, Johann Jakob",MALE,a60ba96d-e31d-44cd-b5e0-012d7a5f2c40
"Weickersreutter, Johann Philipp",MALE,a0efafdc-a7ce-4191-ac57-50fee847445f
"Müller, Katrin",FEMALE,fa78c637-8a11-4604-8a48-9ba34a58620f
"Böckstein, Böck von",MALE,b475f51e-fbef-44b3-bad2-4757876126bc
"Nagel zu Itlingen, Freiherr von (Familie)",OTHER,9cffa7d5-b91e-4ae8-8045-a0772629bf8b
"Nagel zu Itlingen, Friedrich Nikolaus",MALE,583d70dd-dcb2-4a71-be4e-ea2004766161
"Pictorius, Peter, d. Ä.",MALE,fb057906-9638-475e-8c85-4751c4b9b05d
"Mungenast, Simon",MALE,3bdfed33-7ad2-47e2-a097-e6887cef40a0
"Frydag von Gödens, Haro Burchard",MALE,9551c9e2-1f02-4af9-ab23-2560ffa820b5
"Lutteroth, Jan",MALE,7980e504-995e-4d64-9dee-625812b848b6
Meister Bernhard (Walch),MALE,76f0e0fc-43b2-4ab9-be09-b9594ee3d004
Meister Sigmund,MALE,21cf3e73-f1ae-41ed-b14f-b51e721ec863
"Überreiter, Niclas",MALE,6d3cb66c-9e80-4f8a-b965-5f5afab64d53
"Waldburg-Zeil-Wurzach, Ernst Jakob, Graf Truchseß",MALE,e66097ca-ec25-4f9f-b4f0-73bc9c4fd4de
"Waldburg-Zeil-Wurzach, Franz Ernst Joseph Anton, Graf Truchseß",MALE,59a1e943-f460-44d1-b0b4-895309ae0a5c
"Scotti, Giovanni Pietro",MALE,330b0688-fdb6-451b-a293-04df778056dc
"Giordano, Luca",MALE,d4497112-c3da-4a40-8a69-c412e3d24bad
"Stapf, Johann Peter",MALE,6b149ca4-a099-4882-95b7-276d4c41d696
"Dennefeld, Christian",MALE,f734dfc8-910d-4a45-a5ff-ddc018c8e41a
"Stapf, Johann Kaspar Friedrich",MALE,49545287-4b82-428a-aeee-97e3e48dfe71
"Turwan, Jakob",MALE,5b26397b-53f8-404d-bf70-0cff7c0a2896
"Quincken, Johann",MALE,e0c13caa-4c03-49bc-abe7-de0e2bd89379
"Duca, Giovanni Battista",MALE,18933ea1-6f70-40dd-80a3-9970ea74ea41
"Witte, Engelbert Ernst",MALE,8976cd95-bc03-4572-93c8-039eb3e36cae
"Perelle, Nicolas",MALE,9d07f4aa-1d6b-4f84-9bd7-1efdd4682127
"Poussin, Nicolas",MALE,87a7c3cf-d2c6-4115-9b1f-ef6e82e153d2
"Lanfranco, Giovanni",MALE,ca1641f3-c66d-48c9-aef5-e21dca1d135b
"Blondeau, Jacques",MALE,8800b232-743e-413b-9c7c-652d54edb4b2
"Duchange, Gaspard",MALE,dc1154ca-05bd-41eb-859b-372372d8ffa9
"Trudon, H.",MALE,ed0d2211-a683-4b07-9d85-9675e2ed29d0
"Louvemont, François de",MALE,ec8ed711-c22e-4796-b631-c795a2b20efb
"Doumergue, Louis",MALE,fee82aa8-fdcd-4b58-b5c1-f246d7652b89
"Châtillon, Louis de",MALE,2c86a7f6-18b8-40ae-a367-52344414033c
"Surugue, Louis",MALE,76b28eaa-8358-45cc-80b2-1725b1f5cefe
"Vleughels, Nicolas",MALE,00d181c6-4e26-4741-9561-ff41433de576
"Feldstedt, Hinrich Carstensen",MALE,8187db74-570b-4ad8-a4a5-45bb48dc7996
"Biller, Johann Martin (um 1736–1802), Augsburger Silberschmied",MALE,093cb3de-1f35-4652-92d5-816d718ee03d
"Schorlemmer, Leopold Wilhelm Anton",MALE,0760fe63-e347-49cb-9418-51f168c897e0
"Ortenburg, Johann Rudolph von",MALE,f7683aa1-ef04-4b9e-9a6b-1606819958ca
"Ortenburg, Ludwig Emanuel von",MALE,8374541e-e2ca-435d-b695-5103c3ab90ea
"„(aus) Schärding“, Martin",MALE,3d1976da-2818-4b43-ae83-a8ebccdb2b1b
"Oettingen-Wallerstein, Maria Anna Eleonora Sophie, Gräfin",FEMALE,8876ab08-3a32-49a6-b91e-38c4f1a5cdf4
"Fichtmayer, Johann Wolfgang",MALE,d75ef3d6-d1a8-4f5c-9cba-0d06a4870f8f
"Schickhardt, Heinreich",MALE,8c28f61d-c2c2-4ff3-b7f0-022ec6703075
"Clerici, Giovanni Battista",MALE,f7a2995d-0720-4a26-87e5-d26a430002cb
"Mattern, Carl",MALE,aa6ac54c-f733-468f-9d6f-2158992b42ca
"Eimmart, Georg Christoph",MALE,fd8d2b44-a949-4a43-8922-2c50fd1ffa10
"Weigel, Christoph der Ältere",MALE,d276352a-0bc6-4b8c-93e1-46e107740be1
"Jury, Friedrich",MALE,17489f2d-aa57-4784-b88c-610b266ecd45
