appellation,gender,ID
"Le Sueur, Blaise Nicolas",MALE,4b5a60a7-78ca-44ab-a126-eeda832c8955
"Closen, Georg Christoph von",MALE,7677acaa-8e64-4096-bcd2-a511a5ef990b
"Thun, Wenzeslaus, Graf",MALE,75074da0-c7e2-11e9-91e0-9bbdba1c3ce9
"Chazaux, Jean",MALE,41c60440-c83c-11e9-a87f-4db86551f63b
"Zenger, Bertold",MALE,65729820-c7f3-11e9-99f3-c9e55f39fadd
"Meyer, Wilhelm",MALE,8243bfa5-56e3-4d26-8f70-fa9a8907e94a
"Veyder, Franz Moritz von",MALE,cd63ffba-26d1-400d-8c2b-4d4ea7fdd244
"Reckrodt, Jobst von",MALE,489bbd4f-ae23-49b5-b0ed-61e3ffecfa13
"Blome, Hinrich",,bfe3ffe3-4874-41ac-a1b5-4f825e766852
"Pogwisch, Lucia",,72b9997b-67cf-48d0-b1cb-683c94e75f09
"Blome, Wulf d. J.",,60d5062e-3873-45f5-9474-9aa99cf09892
Loen (Familie),,2a198e4c-bbe2-4091-9d74-38d441ecabbc
"Lupin, Johann Sigmund von",MALE,f3a886d0-c57e-11e9-a249-1d82ad4f6e4d
"Knoll, Eitel Friedrich",MALE,81e7a070-c57f-11e9-a249-1d82ad4f6e4d
"Kuhl, H.",MALE,0b85e820-c588-11e9-9a28-879a4ed5a2e2
"Wick, Hofrat",MALE,80c6494a-08e5-4f40-aab5-c783c64e4d44
"Schmehlingk, Fürstl. Küchenmeister",MALE,731929dd-f426-4172-9d09-299fbb391670
"Rust, Johann Peter",MALE,31415fbb-8900-4fa4-9135-8b23fc5ef495
"Rust, Samuel",MALE,263b2e14-11e8-4cb6-9f01-dffa266fc1d1
"Rossini,  Alessandro",MALE,fa3028da-9171-495d-87fc-a2ce403d6bf7
"Jansen, Claus",MALE,ffc5b44a-40f6-42d5-905b-9a609933239e
"Jansen, Detlev",MALE,75f1055e-0833-425d-ad7a-2e43574ba8bf
"Roßkotten, Remigius",MALE,4954d9ce-eaef-4f0a-883f-f35264b0c9c4
"Walschartz, François",MALE,82a384a2-a34d-457a-83f8-094ca4891ad6
"Velen, Alexander II. von",MALE,d29dd3cd-0f68-4c6c-a646-cbb7f11f7f92
"Schmitz, Johann",MALE,f8f72bce-98ec-4eeb-a675-56c26b1c8db2
"Gent, Michael van",MALE,5dee8bae-6d5b-4273-85a1-bd58422e7379
"Schmitz, Jean",MALE,0b667d81-de76-4cf4-a53d-72aeefe90757
"Oyrl, Philipp van",MALE,2f445e09-cdb1-4258-9f0c-6ba2cbcc2817
"Behaim, Christoph Jakob",MALE,06bbf687-78c2-4810-bc9d-36e7748d51ee
"Brentano Moreti, Carlo",MALE,43bed769-44af-422a-b708-18e79b545ef7
"Peller, Maria Sabina",FEMALE,99eaeb0f-db56-4ccb-92e4-942c05209b51
"Köster, Constanze",FEMALE,91e432ba-da14-4442-9b69-767e4a945d5e
"Müller, Johannes",MALE,6b2d5365-2cb7-4dc3-b927-af29f4cdc5d2
"Fuhrmann, Jürgen",MALE,46450715-acc9-43cd-b3c7-be21822194e2
"Tamsen, Frederik",,01ab468f-af90-4fca-8367-35d103b94a7d
Schüler/Werkstatt Jürgen Ovens,,754a97c2-9068-408c-8228-caf4664c7d21
"von der Lippe, Johann Friedrich Ignaz",MALE,6ad92ebe-ad09-4b1f-a26a-42f4959eea82
"Bernardini, Karl",MALE,b1b674d0-8140-4566-b703-4a66834c1660
"Schiffer, Matthias",MALE,fee32ad6-27aa-4a53-a71c-8e0a4f2ba2bf
"Vater, Gottfried Samuel",MALE,58055c0e-cbe1-432f-973d-fb220f0f2151
"Wurmb, Friedrich Wilhelm von",MALE,35131b06-46d3-4e4c-a99a-a1d05a588e7c
"Hacken, Carl Bodo Gottfried von",MALE,18d25d34-7f46-4d7a-a515-8fe6edb8f3f9
"Gußmann, Jakob Heinrich",MALE,ca103b07-20c1-4c1c-9d05-296763367d84
"Eberhard Ludwig von Württemberg, Herzog",MALE,cbbe984d-1b65-40b5-b306-d83984f1e89c
"Heim, Johann Ulrich",MALE,54da6972-0231-4e6f-90f7-626559427fcb
"Klein, Johann Wilhelm",MALE,2953260d-4beb-4a6b-aa3a-235aaa0cac69
"Gerung, Thomas",MALE,09c1a519-9fc9-4dca-a60c-d76274679b5c
"Schöllhorn, Hermann",MALE,b3a002b1-a1fe-42c0-af84-bd94a216be4b
"Volpini, Giuseppe",MALE,e1aaf167-3fb1-4454-bd88-dabfd1b16815
"Joch, Johann Bernhard",MALE,0df56b5f-0a86-42c7-9227-3b28af897875
"Wehse, Hans Georg",MALE,e3362678-c8bf-44ee-90c2-d0e6846acc7d
"Weichs, Johann Franz Ernst von",MALE,b5067d10-c4ca-11e9-8385-59bf93401dce
"Charlotte Sophie, Mecklenburg-Schwerin, Erbprinzessin",FEMALE,e3350a6f-c957-4cd0-a1d4-03748fc05f33
"Gustave Karoline, Mecklenburg-Schwerin, Herzogin",FEMALE,42043e30-556a-4cd1-8ac4-0a431a3d616c
"Ohm, Matthias",MALE,8db855c3-354a-45a7-956c-a21278ef601d
"Walther, Johann Jacob",MALE,f9d8103c-b173-48aa-abfb-e3ef21a6df48
"Johann, Nassau-Idstein, Graf",MALE,dcb8a219-ee61-4fbf-aad3-38a181f3f8d2
"Hallung, Jost",MALE,e9fadeb7-6830-4ac4-bb80-6a291c05745f
"Meyer, Johann Nicolaus",MALE,cef5940e-3b39-4229-a841-aeace7f7b1b7
"Biedermann, Jacob Christoph",MALE,f4461fdf-8fc5-4ef0-8789-465fc0b6de70
"Thurn und Taxis, Anselm Franz, Fürst",MALE,ac52891a-c1ba-4650-acf9-7f4d0e0f133f
"Maisch, Joseph",MALE,6050e927-fbbf-47e1-a2e0-15a12a7643da
"Thurn und Taxis, Alexander Ferdinand, Fürst",MALE,3f52ce9a-4478-48e6-8548-c5ec469bd953
"Purmann, Christoph Bernhard",MALE,a06e0300-0ceb-4a24-b5bd-7df0552a9612
"Holler, Wolfgang",MALE,33672988-a44a-4f78-b49b-f67b3bd364a0
"Bader, Johann Georg",MALE,d41a7875-2414-45d6-9cd1-564f857e9e7f
"Dubut, Charles Claude",MALE,9ecc4b13-9a9d-41a7-9538-86928f162cc4
"Waxschlunger, Johann Paul",MALE,a0a8e3a0-601f-4a27-8b54-1d7324e899d7
"Amigoni, Jacopo",MALE,80edd846-7e3c-4d05-8771-4e783eabfca5
"Bertin, Nicolas",MALE,4344523f-1561-4588-9671-a724f19c2576
"Hunzinger, Silke",FEMALE,592d0c03-ed3e-4f9d-8013-c92abcfe0a51
"Martini, Carlo Donato",,b29a5940-616f-49a6-9e1b-ef8c881b62f1
"Bossi, Bartolomeo",,692b4c48-cba8-4edb-b586-a0c8c94e5379
"Bleiel, Johann Philipp",,bee476df-ad15-4652-a9e9-29bb77a2694f
"Martini, Francesco Antonio",,17fb36a7-e6e4-4398-ae5a-4c5f0ab883db
"Biss, Christopher",,6763f1c5-9279-4a05-a97f-30bc3bd1f011
"Taken, Peter",MALE,ec91245e-dfda-4f5d-825b-22ac6454cbfd
"Anton, Ysenburg-Ronneburg, Graf",MALE,610f8a48-8399-4a4c-9698-418bedb1c238
"Ludwig II., Isenburg-Büdingen, Graf",MALE,b77775bb-38a1-4a13-8a58-ba009f773e10
"Georg, Ysenburg-Ronneburg, Graf",MALE,01cd49ed-ce9c-43a7-ac4f-3dee83fff253
"Walrab, Caspar",MALE,b8c39b80-02bd-42d8-a397-8f6106f2c580
"Abel, Hans",MALE,6540425a-297e-44d9-ab0b-a7e352d84d1c
"Castelli, Carlo Pietro (Vater)",MALE,3586f27c-1bca-43bd-8c71-806b9fc6aa48
"Castelli, Carlo Pietro (Sohn)",MALE,32ce712e-02ad-40a4-b43a-1ff1fe9439f8
"Fortier, Benoît de",MALE,f121510f-c1ea-4824-94a0-d4ecd9146a3f
"Güldener, Johann Simon",MALE,be5e3c7e-a12e-4da4-9b68-ba92fa5f6b68
"Vallary, Nicolas de",MALE,f78a1c9b-b6f6-4371-9562-2fd1fede3876
"Libero, Johann de",MALE,48522219-8d30-44dd-aa3d-91dc6634570f
"Güldner, August",MALE,f0baf7fd-43a8-4144-babd-1de7c7a9a329
"Augustini/Agostini, Pietro",MALE,c562a8dd-6156-42e4-a9ac-f033e868380d
"Mayer, Johann Leonhard",MALE,836437bf-6278-4712-97c0-ee3d69d658ca
"Ritz, Anton",MALE,2c4fbec4-8322-4cec-8702-5ee3caf47a80
"Hökenkamp, Johann d. J.",MALE,3cddd998-0711-40a5-8ec8-5cc6b4f64cd4
"Brühl, Friedrich Wilhelm",MALE,f9bd40e4-b15e-4d0d-837d-abc1207af7df
"Baumann, Peter",MALE,816ea5f6-78e0-4efb-a221-3230d4e418b3
Hermann XX. Riedesel zu Eisenbach,MALE,7ffef913-d890-429c-b925-38f9d1414937
"Wiesenfeld, Johann",MALE,cc1bc3ed-0ef3-45e9-8c40-85c196535458
"Peters, Uwe",MALE,e3161125-8a0f-491e-ae4c-94db92c85cc9
"Vischbach, Johann Hector II. Freiherr von",MALE,6a217e91-57e4-44ef-902e-ffc2fea897ab
"Plettenberg, Johann Adolph von",MALE,f7e2b823-be08-4bf0-a2dd-71089fd04601
"Plettenberg zu Lenhausen, Bernhard von",MALE,1c1c7668-d80f-44a9-8983-a0653c23916c
"Droste zu Vischering, Maximilian Heinrich",MALE,e12f5a99-1f66-40da-a67b-de62271a79e9
"Hallwyl, Hans Hartmann von, Komtur",MALE,4e963ff7-93df-44bd-afb2-920db5ec1f7f
"Homburg, Friedrich von, Komtur",MALE,3a9d99f7-5074-4799-b57d-aca52c228200
"Anton Ruprecht Ferdinand, Hohenlohe-Bartenstein, Graf",MALE,1be6ea84-ee41-4f98-bb39-05b81e091b68
"Creuzfelder, Leonhard Florian",MALE,badc580a-cd17-4f66-bc01-a675d23cfbd0
"Heinrich XXIX., Reuß zu Lobenstein-Selbitz, Graf",MALE,bacc9384-9dc3-44e5-9996-e9be6adb8792
"Marie Christine, Leiningen-Westerburg, Gräfin",FEMALE,e5922639-c81f-4aa4-8bb4-a7a2af18b7df
"Mogia, Joseph",MALE,9621c903-b5fe-4dba-95d1-204dea1db99d
"Thomsen, Christian",MALE,d187f77f-a193-4a8b-a37d-b8ac58abb962
"Aprile, Joan Baptista",MALE,1751ba4e-4373-4044-a4ca-ca1de6d32363
"Windrauch, Hans",MALE,8b01cf80-cc88-4366-8a28-d0f56fc20254
"Olbers, August",MALE,e491ff31-e552-4181-9dc5-64d95ea98705
"Perti, Niklas",MALE,f97d4dc2-3dd5-482b-a9df-b96e10da771e
"Asam, Maria Theresia",FEMALE,d1b80b5b-2c2c-40d8-8e03-d020f16c0f75
"Wolfgang, Isenburg-Ronneburg, Graf",MALE,ae514228-44d7-4532-8e4c-2cfe2daf218e
"Heinrich, Isenburg-Ronneburg, Graf",MALE,7e71fe94-9aaa-46eb-b02f-ed1509c53cdf
"Münster, Georg",MALE,97ebe34f-2cba-409d-ba2d-9899f1946e43
"Lütjen, Ohm",FEMALE,eee8c100-41d3-462d-a4ba-263c8ad9e926
"Cornelisen, Lütje",MALE,0274640b-ec96-4230-b485-363e58192aaf
"Haxthausen, Hermann Adolph von",,545257a7-e9c1-4ed6-bf51-13be5ea0f433
"Klein, Johann Conrad",,7ec24bc5-fbaf-4844-85dc-18b3b4e73040
"Dürniz, Johann Nepomuk Baron von",MALE,edd53b33-f3cd-4641-ab70-848ad4b26eff
"Galen, Anna Maria von",FEMALE,9700f64e-7144-49ad-bd80-a57135ea2fcb
"Recke, Anna Maria Theresia von der",FEMALE,7f4423a9-2b08-463a-bb03-1842f58802c9
"Velen, Anna Theresia von",FEMALE,66b84050-bf82-4623-ba7f-1fe21e1b04bb
"Landsberg, Clemens August von",MALE,132a109f-eea6-43af-be42-a2257d6df8bc
"Vercrucien, Anton",MALE,6fe2e1d7-2bf4-4745-8259-017705b15eb3
Sartorius,MALE,aaf0f63a-1daf-479f-a482-727ca2fa787c
"Mösel, Johann Ulrich",MALE,6684b7f9-fab9-4711-a107-ab2b601db062
"Fehr, Johann Philipp",MALE,a5d135eb-8181-49cb-8c18-8e4b17b4a51b
"Senf, Conrad",MALE,97d21629-6167-42b0-99ca-5b99456af5b6
"Heumann, Johann Peter",MALE,6bede4d1-f57a-4cef-b662-177c92e7ac7d
"Hahn, Anna Margrethe von, a.d.H. Basedow",FEMALE,e84703f8-d074-4549-a373-d1b9f8264317
"Vieregge, Joachim Heinrich von",MALE,32e25a70-7a9e-497a-8f9e-11c94ec5fc9b
"Heiß, Maria",FEMALE,5d1517b2-e14d-4168-a151-af309abfada7
"Prunner, Johann",MALE,d8e96dd6-e289-4879-ae8b-99824f472f1e
"Kügelgen, Gerhard von",MALE,c90f5b38-f360-416d-b74c-e10508f630e9
"Bois, Jacob du",MALE,8f695154-0692-4b56-81f1-117c4ddb30a2
"Anna Maria Luisa, Toskana, Großherzogin",FEMALE,2c638d94-f93c-421d-9aa3-31ad3741ead4
"Karsch, Gerhard Joseph",MALE,741584d1-0302-4c55-93b4-7cfcef4f3e3e
"Zanetti, Domenico",MALE,c3ac92d6-4f99-4aa9-a6fa-5cb799fc5168
"Hafner, Verena",FEMALE,4e6a7819-9f28-4475-9673-aa4332afd938
"Schaur, Matthias",MALE,fb3c50d4-285e-4019-8d83-53d98f858a5f
"Hegnenberg-Dux, Johann Georg Sigismund von",MALE,dff3df85-5669-4a4b-b8e1-93ec7fb8a9e7
"Hegnenberg-Dux, Georg",MALE,378adfa0-1b0f-4ece-9c56-34464f0aa43d
"Boyneburg, Johann Adolph von",MALE,730a7e79-8c03-48ef-9489-9da49c15adaf
"Schuchmann, J. E.",OTHER,0bbba6bf-e020-4693-a131-c3f474f15100
"Lüdicke, Lore",FEMALE,c0de4d61-7d06-4842-b23c-9964395e98da
"Castellamonte, Amedeo di",MALE,d5c27921-01eb-4cb6-9332-be9fb1ee829f
"Verani, Gaetano Felice",MALE,7e561fa5-38bb-48f5-abae-10ef05ad7fc4
"Tesauro, Emanuele",MALE,5e2e24df-caeb-4595-b31b-3ff1dca6411c
"Roëttiers, Franςois",MALE,2e7d7569-5114-41dd-921c-77ab2df6a491
"Comes, Natalis",MALE,270e6176-553b-4f98-8a3e-35272a9b4dee
"Funck, Georg",MALE,b46a70ba-125e-4ea1-8ec0-05f7c2f3c629
"Zimmermann, Franz Michael",MALE,6f0bbe6b-a6b1-46f9-acec-1799ff4efd2e
"Appiani, Jacopo",MALE,671d4754-e65a-414a-9bd0-da7d7101822a
"Heigl, Martin",MALE,ee43f988-7874-430f-9c12-d702c2cb2972
"Catani, Stefano",MALE,d8cd99b3-b089-4429-839f-b04d40557816
"Delamonce, Jean",MALE,d3afef18-e517-4cf2-a58b-0f2d9ae689c7
Valeriani,MALE,c13aa120-8cb1-4059-8b79-133b6b2e340f
"Zanchi, Antonio",MALE,b05a0668-a066-46ce-aa57-4e909056e8a2
"Mölk, Josef Adam von",MALE,8745523f-e28e-4cca-b6bd-c29f2e7b2e42
"Triva, Antonio Domenico",MALE,35844f57-36e4-4b9f-8574-e82bce2aa456
"Dorner, Johann Jakob d. Ä.",MALE,14e7ff97-c02b-42be-91eb-b5693bb70a23
"Maximilian III. Joseph, Bayern, Kurfürst",MALE,c7288f7f-3de2-406e-aedc-59391e190e1a
"Henriette Adelaide, Bayern, Kurfürstin",FEMALE,a1d4af01-606e-4a16-94d9-7518ebb37a3d
"Maria Amalia, Bayern, Kurfürstin",FEMALE,7c54ea8e-5ccc-4f3d-a11e-0cd4e0df972f
"Maria Anna, Bayern, Kurfürstin",FEMALE,4c297660-59ed-4d9b-88ef-228e99c94170
"Schecker, Gregor",MALE,ff4ec811-4af6-47d8-81ba-c541a83b0ddd
"Indauer, Hans",MALE,ed109fc6-fec4-4901-8866-b7a693ea773c
"Wohlgemuth, Georg",MALE,b5ba44e7-3a6e-40f2-8c09-d05ba665ce48
"Trubillio, Giovanni Andrea",MALE,b0c5474c-8eba-461d-9ec1-d5774e43ccc1
"Ötschmann, Franz",MALE,a034ca46-e799-4975-ba38-f5b855b438af
"Römer, Andreas",MALE,81651b2a-1af9-4b37-b4fc-6b4ffa8fe9df
"Stuber, Caspar Gottfried",MALE,5868ac08-952b-489e-bf9a-34d65e85b627
"Gumpp, Michael",MALE,a0c1346b-7bc4-452e-bd95-52ef0beb1354
Fistulator,,72b203f1-e659-46e5-bbf3-8d91cd855676
"Langenbuecher, Wilhelm",MALE,4c952d7e-ae51-45bf-bc5f-d5bb80fa1830
"Perti, Giovanni Nicolo",MALE,91ba1301-e7db-482c-bd5d-d06d2369a481
"Frast, Antoni",MALE,608e02d6-6753-4aee-a86a-e2d99f99efe3
"Schellenberg-Kißlegg, Hans Ulrich",MALE,4ef0e24b-a4ae-4e1e-b8b2-e84a1af91737
"Ferdinand Ludwig, Waldburg-Wolfegg, Truchseß",MALE,25d8c0a9-dd48-463a-b336-4a5a5451ad30
"Nagler, Gregor",MALE,51195bd0-34c5-4393-b98d-f8f313f112fb
"Hopp, Jacob",MALE,071f0c89-5b1c-45cc-9779-f9d92717ab0f
"Höfflinger, Caspar von",MALE,4405b155-511d-4526-9927-c4d23583e8ca
"Bünau, Rudolf von",MALE,109e367b-8bf3-45e2-b46b-fad2cf3941c5
"Bünau, Henrica Helena von, geb. Vitzthum von Eckstädt",FEMALE,0434b8f4-530b-4ffe-89f0-c63b41b9be77
"Schmidt, Johann Georg",MALE,4cb4332d-fe43-4a7b-8128-be0b1a1a36b4
"Mebart, Michael",,e94c975c-b552-407c-98dd-77021c9c3967
"Bartl, Christoph",MALE,9ffc6e7b-330c-4e0c-a2ec-74f1b9e749eb
"Erffa, Georg Hartmann von",MALE,5c7d0d5e-65e6-4d6c-855b-42ee6821cee0
"Seiz, Andreas",MALE,f8ebbe3c-b6ff-42f7-9291-74144fd9ffd8
"Heer, Jost",MALE,def9f9d2-63c0-4846-8c19-93427c062097
"Heer, Heinrich",MALE,1f076388-4e87-43c1-90ee-41d8dffe21b1
"Ludwig, Nassau-Weilburg, Graf",MALE,f86dfd3b-d2ab-48da-8d6c-adf9442ca3d6
"Peters, Bleick",MALE,aa433bcb-7c13-4a03-bf98-a70e986834c1
"Uwen, Peter",MALE,52c4ab04-46dc-4c7f-a610-6fd007dcf13a
"Baeller, Niels Pedersen",MALE,d6d2dc80-6199-4131-915f-f894560a1033
"Majer, Georg Friedrich",MALE,977e6ec4-3ecc-4795-88e8-3abab688aadb
"Schnaible, Johann Bernhard",MALE,4d33c226-ca80-4f9a-9f9e-ce75457d4bdb
Löw Amson,MALE,a45cb88c-90a7-4be5-b536-78f05cbcfc1d
"Goder, Jospeh",MALE,9530c468-474a-40ce-b3af-ab56abb2b4b1
"Püczner, Simon",MALE,05c03a69-a595-46de-b1ee-b988a305e912
"Dientzenhofer, Justus Heinrich",MALE,7e3768d7-bdad-47f1-bdd6-d4060836cd00
"Vogel, Franz Jakob",MALE,70d2b28b-3f66-495f-a28b-2ba3d0629991
"Scheubel, Johann Joseph d. Ä.",MALE,d9fea1ba-2e10-4dd4-bf9b-4640e319da3c
"von Eltz-Rübenach, Maria Wilhelmine",FEMALE,9ab971ca-d035-4958-8bfc-84ec8fc9d033
"von der Heyden, Franz Eduard Anton",MALE,0888154d-8f0b-42cc-a418-4b1e609c9d4a
"Baur, Eva-Gesine",FEMALE,ea58ebb8-8ffb-497c-9023-b4b532e1abc9
"Volk-Knüttel, Brigitte",FEMALE,68450c21-87d6-424c-b269-0264b083dab0
"Bachter, Falk",MALE,30684385-7183-4be5-bf29-92527828c89e
"Sauerländer, Brigitte",FEMALE,0613e223-17d6-4cc3-af05-a7dc5cab20dd
"Krumpper, Hans",MALE,7fe2c357-a51d-4858-9b49-115ae04dabae
"Gerhard, Hubert",MALE,28d475fa-02c0-47b9-81f4-8c3675c4a1b9
"Tegler, Hans",MALE,b3a3abc4-65cc-447e-b7f7-f90c9547f1f3
"Mittermair, Christoph",MALE,acca3414-e68a-46af-abba-b03c184591fa
"Vogel, Augustin",MALE,5abf080a-264d-4849-b7f8-abf9b1069821
"Keller, Hans",MALE,3950b556-5190-490a-88ca-a98caa601b72
"Jelle, Jakob",MALE,0597aa89-932a-4b7a-9650-4527ebb50444
"Maximilian I. Joseph, Bayern, König",MALE,ebaa209d-b39a-4647-9771-ff87d57dd59c
"Maximilian I., Bayern, Kurfürst",MALE,4de4857f-5398-49c5-a001-f20ff707c067
"Hake, Johann Philipp Wilhelm von",MALE,65f3c5a6-9fd0-4349-9a82-342fcab341bf
"Dedichius,  J. E.",MALE,17926068-ff09-4ef4-b1de-74daae2a7cb6
"Lehrbach, Franz Sigismund Freiherr von",MALE,bff3e59f-11e7-4fec-9081-12a2a564d9ba
"Gelnhausen, Philipp Benedikt von",MALE,6db80228-c6fc-4a2f-b57d-2b683ea061e2
"Eyb, Friedrich Carl Freiherr von",MALE,2f75bc12-96ce-456d-8260-d157c1f28897
"Leitkrath, Joseph",MALE,f31c68ba-7b36-4d7b-aac4-0a19cc4d722b
"Franz, Johann Michael",MALE,8de8a09e-0c08-437d-be34-b3d20a7f2c24
"Beringer, Heinrich",MALE,0c77eae2-133e-46b8-8190-42143ecc4056
"Satzenhofen, Franz Sigismund Friedrich Graf von",MALE,3912958f-31c3-4295-953b-f69e48a21ffa
"Kronwitter, Antonia",FEMALE,02ecf3c7-2943-490e-b315-a48f977bb6e5
"Schaden, Joseph Wilhelm von",MALE,4a2cf966-4fda-4f3a-a08b-9f290f609704
"Kaphengst, Christian Ludwig von",MALE,d7b8d306-cbe3-48a6-9ff5-d62e21a1b162
"Hälszel, Johann Baptist",MALE,77815188-b2ec-4a8f-b766-a1fdd94b3df4
"Schubart, Johann Andreas",MALE,8b813959-7b52-42b8-8d63-acc44cc97dd9
"Kuen, Johann von",MALE,21830648-2605-4697-bae9-73dda285d294
"Doos, Johann Heinrich",MALE,1083117e-7bc9-4760-befb-ac35153d845a
"Reynolds, Joshua",MALE,fa5a4edd-ce76-40b6-8ada-ab041742df95
"Müller, Ludwig",MALE,9221febf-8de8-4998-a1c5-e6cb2259bf91
"Rumohr, Heinrich (von)",,c1ced083-9693-45a8-85b0-a61073450ca3
"Rumohr, Asmus (von)",,0bb6a296-1be3-44fb-92e8-a90478b2b875
"Cramer, Daniel",,9a7b722e-7810-499f-8572-6a2dff7e6be1
"Dumont, Jacques",,50db3137-f955-4830-a421-ea0a2d9afb07
"Hannemann, Adrian",MALE,0d82a470-8294-494e-911b-4e9e253db1c5
Johann Gottfried Kemmeter,MALE,4421e6d9-a002-45d1-8230-15a193a10e00
"Simonneau, Louis",MALE,e0cd8e6b-0d5c-4fc1-9841-29393c8d324d
"Algarotti, Francesco",MALE,58db9a2f-ae53-4812-b529-2b6909916176
"von Schönberg, Johann Friedrich",MALE,fe430e7c-36f6-4fc5-b4dd-7f09961328bd
"Le Blon, Michel",MALE,a52a387d-5a9c-4a16-bb09-a265bc587f0e
"Bogislaw XIII. , Herzog von Pommern",MALE,a3475779-b741-4696-b28a-6d9dca15be1b
"Maximilian Willibald, Waldburg-Wolfegg, Truchseß",MALE,ec8c99b9-2c58-4038-9c92-55709c6f14f7
"Johanna, Waldburg-Wolfegg, geb. Gräfin von Zimmern",FEMALE,2efa492f-2e88-4d36-aa3c-7b033dcd8768
"Jakob V., Waldburg-Wolfegg, Truchseß",MALE,2aed8e69-be29-45f8-b742-6dcb28a0b33b
"Schwartzenberger, Jörg",MALE,8064b455-01c5-4200-8cc2-cf3f8c4f59d1
"Maria Anna von Waldburg-Wolfegg, geb. von Schellenberg",FEMALE,edb8dad1-e2b9-48b8-b808-57842fb9bdef
"Maria Ernestine, Waldburg-Wolfegg, geb. zu Salm-Reifferscheidt-Dyck",FEMALE,eacc287c-6f76-41ac-b095-67d29e3680da
"Krimmer, Balthasar",MALE,71d9276d-2e59-46c5-9fa4-9f9f38e05669
"Hegenauer, Johann Wilhelm",MALE,354ed318-4558-4e1c-8e91-46a01b5bf9a1
"Joseph Franz, Waldburg-Wolfegg, Truchseß",MALE,c0467dab-36f7-4a17-a7d8-64d18c9e1a8f
"Zick, Johann Martin",MALE,21f4e6a6-05c2-43a3-b3c2-6562dd4323e4
"Aubry, Pierre",MALE,d1261359-6ba1-48e9-ade6-b7ecb15962dd
"Cammerlohr, Jospeh Marquart Eustach Aloys Baron von",MALE,bb066fa6-41de-4700-b52e-fcfcb07f4211
"Thummer, Hans",MALE,86507e7e-d1bb-433d-9eb5-7fda3a6ea1a7
"Pettenkofer, Johann Michael",MALE,4b0bc5aa-c295-4cff-95a4-52d2894f47f9
"Christoph, Württemberg, Herzog",MALE,a28cfd17-722c-45e9-859a-c0ac705cf2b0
"Tretsch, Aberlin",MALE,55e4f7a0-fcdf-48d0-85ef-b77d83bbe09f
"Huber, Johann Rudolf",MALE,19e0e692-a600-4175-951a-2e2af4e677cb
"Wiffel, Frédéric",MALE,75956ac5-f86d-496b-af84-3ddb56706b27
"Blezinger, Johann Georg",MALE,6dcf46e6-6387-4ef5-9ea8-a3396556d1a1
"Gude, Johann Matthias",MALE,763e145b-5376-4db6-a03e-3a19f5a6cd41
"Strauch, Johann Georg",MALE,71370240-e11a-4cb4-834f-d7d3d8008c45
"Meinecke, Johann Gottfried",MALE,7d8e2516-9134-4b93-9561-7a748b049268
"Piranesi, Giovanni Battista",MALE,49e7214a-270e-4b22-8660-59d92b1b0566
"Fischer, Johann Heinrich",MALE,d834ad54-4942-4a74-aba4-afe341b58ea6
"Luders, Hanß",MALE,89fa716a-f897-4344-a900-8bdd601d23bd
"Van der Voort, Jacob",MALE,2c13a33d-723d-4015-8303-241646d453cc
"Bonaveri, Luca",MALE,52acfa56-a8bd-4b19-adc1-021c528b5152
"Doctor, Dominicus",MALE,fe66e0e4-40dd-454d-97ce-9d1eadb85edb
"Lollio gen. Sadeler, Johann",MALE,a027a82f-a3c0-4b47-9d9f-aa8daf1fc0ab
"Bonaveri, Carlo",MALE,bc2119ba-5bf3-4745-b604-55189719d667
"Guarlardi, Camillo",MALE,4bb39ac4-b1ea-49cb-927d-fb44a6133ea0
"Schauer, Heinrich",MALE,10bc74d5-6688-46c9-9807-97db7e217eab
"Quadro, Bartholomeo",MALE,e25c8e17-8f7b-42d5-b2a2-782cf56f7c0d
"Caveani, Giovanni Battista",MALE,68f4fe6c-c50f-4157-b207-cbe7fa123d89
